primary_delay_stratus,workload_intensity,sample_size,total_response_mean,total_response_std,total_response_cv,processing_time_mean,processing_time_std,processing_time_cv,queue_time_mean,cooling_penalty_mean,warm_penalty_mean,full_cold_penalty_mean
no_delay,light,7653,0.9624229713837711,0.2729878761656038,28.36464675953256,0.9624229713837711,0.2729878761656038,28.36464675953256,0.0,0.0,0.0,0.0
no_delay,moderate,32441,1.0064145063345766,0.2502058418386275,24.861112420755195,1.0064145063345766,0.2502058418386275,24.861112420755195,0.0,0.0,0.0,0.0
no_delay,heavy,45603,1.0466648027542047,0.21981608580331227,21.001574259962304,1.0466648027542047,0.21981608580331227,21.001574259962304,0.0,0.0,0.0,0.0
cooling_delay,light,5637,86.86678108923186,87.7026571545957,100.96225053453425,1.0321172609544085,0.28325280230927835,27.44385866072541,0.0,85.83466382827746,42.83306723434451,43.001596593932945
cooling_delay,moderate,1483,85.15227242076871,85.86380373300082,100.83559873624533,1.099676331759946,0.2635389338638761,23.965136490852963,0.0,84.05259608900877,43.189480782198245,40.86311530681052
cooling_delay,heavy,236,93.50546186440677,94.09138328004181,100.62661731619988,1.1325805084745761,0.2414451479078654,21.318144370421617,0.0,92.37288135593221,41.52542372881356,50.847457627118644
queue_time_delay,light,1517,1035.1059353988135,73.81683248181852,7.131331195910668,0.9925537244561634,0.2851245213223028,28.726356498085508,1000.0,34.113381674357285,14.535266974291364,19.57811470006592
queue_time_delay,moderate,5473,1005.2236901151106,28.244410503000317,2.8097637153543387,1.0121059747853096,0.2486723601743083,24.569794702284735,1000.0,4.2115841403252325,1.79974419879408,2.411839941531153
queue_time_delay,heavy,9525,1001.6305155905512,11.455236850590305,1.1436589313412056,1.0530877690288714,0.2246946429089568,21.33674414585254,1000.0,0.5774278215223098,0.1679790026246719,0.4094488188976378
